,null,zpe,U0,U,H,G,Cv
17573,17573,0.1095450297,-444.691375732,-444.464874268,-445.760009766,-445.938262939,27.9215106964
17574,17574,0.115882396698,-437.020996094,-436.907409668,-437.485473633,-437.587677002,27.5391864777
17575,17575,0.161766171455,-378.283691406,-378.291564941,-380.393432617,-380.057189941,28.723608017
17576,17576,0.108393892646,-442.080322266,-441.8699646,-443.178833008,-443.326263428,27.5710296631
17577,17577,0.150163814425,-432.254638672,-431.81552124,-433.521087646,-433.248413086,34.125
17578,17578,0.126913994551,-442.149658203,-442.109222412,-443.098327637,-443.072814941,28.1064796448
17579,17579,0.149093791842,-397.028930664,-396.781219482,-398.32824707,-397.894958496,31.8407173157
17580,17580,0.122978717089,-428.20690918,-428.165039062,-428.795227051,-428.691986084,29.8093738556
17581,17581,0.18738257885,-392.920318604,-392.570007324,-395.006225586,-394.553070068,36.3847084045
17582,17582,0.17049126327,-399.951904297,-399.495300293,-401.621368408,-401.180145264,33.2602539062
17583,17583,0.156888708472,-415.105285645,-415.017822266,-417.251098633,-416.900726318,29.9335842133
17584,17584,0.181313917041,-357.725891113,-357.33770752,-359.9034729,-359.321777344,28.9005146027
17585,17585,0.107262425125,-440.253967285,-440.390167236,-440.653320312,-440.779876709,27.0890541077
17586,17586,0.122497521341,-414.782348633,-414.297546387,-416.304382324,-416.183868408,26.9875545502
17587,17587,0.172467455268,-379.380706787,-378.840209961,-381.381622314,-380.860290527,31.318731308
17588,17588,0.161042675376,-432.922607422,-433.020202637,-433.993499756,-433.77633667,29.1231937408
17589,17589,0.187388092279,-382.171569824,-381.928405762,-384.166687012,-383.662322998,32.9012374878
17590,17590,0.107575722039,-410.747070312,-410.388183594,-411.968078613,-412.073455811,26.5161437988
17591,17591,0.135779559612,-462.439941406,-461.973968506,-464.449371338,-464.329986572,32.1341934204
17592,17592,0.155546173453,-414.958984375,-415.014709473,-416.401855469,-416.179840088,29.0886878967
17593,17593,0.145238488913,-428.117767334,-428.002807617,-429.489990234,-429.331878662,30.9347896576
17594,17594,0.176802158356,-378.325744629,-377.891479492,-380.887664795,-380.367980957,30.9054832458
17595,17595,0.177647024393,-430.960205078,-430.887939453,-432.401092529,-431.942657471,34.677116394
17596,17596,0.100583463907,-429.67956543,-429.566619873,-429.644165039,-429.720703125,27.4831047058
17597,17597,0.190913453698,-378.326293945,-377.879364014,-380.208312988,-379.572540283,37.4952659607
17598,17598,0.097457498312,-409.204711914,-408.960144043,-410.306884766,-410.312286377,25.4023075104
17599,17599,0.136141389608,-448.870147705,-448.833374023,-450.32434082,-450.290496826,29.9940509796
17600,17600,0.197083175182,-385.491851807,-385.383056641,-386.792358398,-386.361785889,37.4031829834
17601,17601,0.14771938324,-383.537353516,-383.21282959,-386.430480957,-386.230682373,27.7419433594
17602,17602,0.102301932871,-438.590209961,-438.511230469,-439.546356201,-439.659881592,27.1975574493
17603,17603,0.151733011007,-373.869812012,-373.690307617,-376.349029541,-375.99105835,28.5098934174
17604,17604,0.148678809404,-385.025146484,-384.409698486,-387.402893066,-386.921234131,30.2927627563
17605,17605,0.156975328922,-445.708099365,-446.00604248,-445.964599609,-445.78036499,34.8814468384
17606,17606,0.0800844803452,-417.252929688,-417.334014893,-417.373260498,-417.693450928,25.1450748444
17607,17607,0.126674279571,-434.33380127,-433.757080078,-436.42578125,-436.464141846,28.7516651154
17608,17608,0.104184113443,-451.865264893,-451.524749756,-452.476013184,-452.515258789,27.9569377899
17609,17609,0.166333660483,-374.143798828,-374.17401123,-376.03414917,-375.528991699,30.7729358673
17610,17610,0.17318212986,-379.575744629,-378.956512451,-381.978210449,-381.419219971,32.1172409058
17611,17611,0.173074603081,-406.200622559,-405.882080078,-407.673278809,-407.251647949,33.5798377991
17612,17612,0.149074286222,-387.915496826,-387.328552246,-389.977294922,-389.584228516,29.304397583
17613,17613,0.162610471249,-374.419769287,-373.872497559,-376.668518066,-376.020599365,33.7838134766
17614,17614,0.130728527904,-446.483612061,-446.675537109,-446.788665771,-446.836791992,30.2463531494
17615,17615,0.130024150014,-431.668701172,-431.242340088,-433.417510986,-433.359649658,28.9058685303
17616,17616,0.120373882353,-447.624053955,-447.391174316,-449.286560059,-449.276763916,28.770483017
17617,17617,0.113158129156,-392.673950195,-392.326599121,-393.012023926,-392.862030029,27.743719101
17618,17618,0.151495948434,-427.610229492,-427.380065918,-428.46697998,-428.160980225,31.5530948639
17619,17619,0.157139509916,-379.883544922,-379.484130859,-381.367645264,-380.888702393,30.6166362762
17620,17620,0.181453287601,-423.254394531,-423.08972168,-424.477661133,-424.025482178,33.3862876892
17621,17621,0.169031694531,-388.137023926,-387.692626953,-390.270935059,-389.671386719,29.7461071014
17622,17622,0.0651447623968,-392.785644531,-392.704101562,-392.169830322,-392.35256958,23.7469501495
17623,17623,0.150592118502,-430.297729492,-430.445098877,-431.404144287,-431.320281982,32.8768424988
17624,17624,0.171260684729,-392.028503418,-391.748687744,-393.330932617,-392.880645752,33.0315322876
17625,17625,0.173800364137,-376.464508057,-375.864471436,-378.742126465,-378.220855713,30.8500404358
17626,17626,0.127963110805,-429.891784668,-429.516143799,-431.476928711,-431.353607178,29.5270175934
17627,17627,0.100429661572,-436.898529053,-436.415344238,-438.121398926,-438.342529297,27.4826889038
17628,17628,0.185570031404,-431.95791626,-431.728179932,-433.409881592,-433.033294678,36.8618774414
17629,17629,0.181037440896,-408.223083496,-407.797302246,-410.440338135,-410.065887451,34.8448028564
17630,17630,0.181165993214,-379.100280762,-379.002410889,-380.686218262,-380.19052124,33.8400001526
17631,17631,0.165986403823,-386.550872803,-385.964355469,-388.633605957,-388.209350586,31.7958431244
17632,17632,0.144808381796,-401.16293335,-400.858612061,-402.776733398,-402.453704834,30.0614376068
17633,17633,0.14387755096,-374.689422607,-374.186157227,-376.601196289,-376.217071533,31.0068340302
17634,17634,0.0720213726163,-404.975036621,-404.833740234,-404.767578125,-404.926269531,26.542760849
17635,17635,0.171164363623,-397.324584961,-396.936767578,-398.83303833,-398.479003906,32.7881278992
17636,17636,0.124524474144,-431.617004395,-431.574829102,-431.837799072,-431.808074951,29.7247447968
17637,17637,0.114865250885,-431.96295166,-431.597045898,-433.353027344,-433.403778076,28.964969635
17638,17638,0.102913334966,-438.366516113,-438.228759766,-439.458435059,-439.507659912,28.1476650238
17639,17639,0.116486728191,-426.06842041,-425.983825684,-427.27166748,-427.236999512,27.5898609161
17640,17640,0.131407737732,-430.741271973,-430.16192627,-432.115600586,-431.998382568,29.4295482635
17641,17641,0.161707311869,-377.97253418,-377.999511719,-380.448791504,-380.026885986,27.1345748901
17642,17642,0.126380369067,-408.10546875,-407.481933594,-409.96875,-409.801361084,29.3795261383
17643,17643,0.218281671405,-392.773498535,-392.429229736,-396.796447754,-396.330963135,40.4360733032
17644,17644,0.150472432375,-387.09588623,-386.561584473,-388.636901855,-388.241119385,28.4465103149
17645,17645,0.163047760725,-372.780273438,-372.445556641,-374.660675049,-374.359405518,31.9536190033
17646,17646,0.157952100039,-456.810791016,-457.003112793,-457.729736328,-457.709381104,33.4488182068
17647,17647,0.119041129947,-420.035583496,-419.751251221,-420.980773926,-420.780151367,28.8696556091
17648,17648,0.131404131651,-380.540405273,-379.858215332,-381.622924805,-381.403656006,29.6424808502
17649,17649,0.0955835133791,-415.876159668,-415.890106201,-415.983184814,-416.107269287,26.07380867
17650,17650,0.114416331053,-421.207061768,-421.100341797,-421.893615723,-421.936645508,28.3040809631
17651,17651,0.129959389567,-400.816833496,-400.118774414,-403.249298096,-403.150421143,29.2322616577
17652,17652,0.133094370365,-483.274169922,-483.659362793,-482.957885742,-482.948913574,34.8106422424
17653,17653,0.151497632265,-376.547119141,-375.757293701,-378.340667725,-377.902557373,27.5880527496
17654,17654,0.160825952888,-378.275787354,-377.510070801,-380.830322266,-380.296875,30.6306705475
17655,17655,0.123738974333,-431.28729248,-431.151489258,-431.658630371,-431.59274292,29.527639389
17656,17656,0.163922980428,-375.070159912,-374.473205566,-377.646850586,-377.132354736,31.9277324677
17657,17657,0.118126153946,-422.043395996,-421.941558838,-422.403839111,-422.408416748,24.5251140594
17658,17658,0.234236687422,-357.964355469,-363.290893555,-345.836608887,-345.342773438,42.5120697021
17659,17659,0.164130449295,-377.883392334,-376.886657715,-380.42880249,-379.986480713,34.3415679932
17660,17660,0.118231251836,-493.447814941,-493.674713135,-494.230224609,-494.330078125,28.9277038574
17661,17661,0.171208024025,-395.429901123,-394.967102051,-397.302062988,-396.781097412,31.7272968292
17662,17662,0.17271605134,-402.358154297,-402.130981445,-403.317352295,-402.893768311,32.2657966614
17663,17663,0.140785992146,-382.830322266,-382.075317383,-385.317504883,-384.93347168,30.7138080597
17664,17664,0.159956619143,-416.668731689,-416.702514648,-417.798400879,-417.494171143,29.6547317505
17665,17665,0.0945326834917,-421.414428711,-421.49609375,-421.503662109,-421.735046387,25.9498291016
17666,17666,0.135316580534,-417.998931885,-418.3956604,-418.431640625,-418.403564453,30.7060813904
17667,17667,0.175994664431,-402.472259521,-402.341247559,-403.399719238,-402.988311768,34.0362014771
17668,17668,0.211147919297,-451.040435791,-450.715606689,-454.455047607,-454.239959717,39.4113731384
17669,17669,0.140287905931,-429.154602051,-428.743896484,-430.531829834,-430.250640869,30.5907440186
17670,17670,0.154033198953,-400.404052734,-399.670654297,-403.238342285,-402.927459717,34.5549468994
17671,17671,0.196975082159,-374.210510254,-374.119262695,-375.32989502,-374.855865479,36.6242294312
17672,17672,0.111889854074,-444.466491699,-443.912963867,-446.258544922,-446.37802124,28.1323108673
17673,17673,0.216748937964,-386.860961914,-386.762817383,-389.96697998,-389.571838379,40.7235641479
17674,17674,0.150120288134,-384.504272461,-384.191467285,-386.649169922,-386.187591553,28.5087928772
17675,17675,0.157170042396,-463.872253418,-464.077514648,-464.088806152,-463.859893799,33.8206787109
17676,17676,0.147690206766,-422.220306396,-422.063201904,-423.200927734,-422.973602295,32.0251045227
17677,17677,0.154343321919,-435.82244873,-435.594451904,-436.712310791,-436.347442627,33.6667747498
17678,17678,0.117493584752,-444.026153564,-443.86605835,-444.934875488,-444.991485596,29.7681179047
17679,17679,0.202753052115,-368.49899292,-368.395019531,-370.400695801,-369.942840576,37.1844558716
17680,17680,0.173128142953,-417.970245361,-417.917541504,-418.938964844,-418.43270874,33.9173049927
17681,17681,0.182315304875,-385.432373047,-385.341461182,-387.424530029,-387.040618896,31.4274234772
17682,17682,0.177848011255,-431.762359619,-431.63482666,-433.172424316,-432.853271484,34.0323562622
17683,17683,0.0870116129518,-400.497894287,-400.479614258,-400.390472412,-400.634918213,23.4990749359
17684,17684,0.158001720905,-384.571899414,-384.104187012,-386.223968506,-385.687225342,34.3532791138
17685,17685,0.173114165664,-402.278930664,-401.767089844,-403.682495117,-403.353118896,33.0579414368
17686,17686,0.0955547988415,-428.825561523,-428.985168457,-428.353149414,-428.577850342,27.986120224
17687,17687,0.139175459743,-436.736083984,-436.584411621,-437.956420898,-437.972167969,30.3309803009
17688,17688,0.181441128254,-382.76776123,-382.602966309,-384.325927734,-383.891265869,31.8991394043
17689,17689,0.141678035259,-405.833984375,-405.345092773,-407.253479004,-406.86239624,27.9192218781
17690,17690,0.148612588644,-392.337036133,-391.659423828,-394.986938477,-394.628143311,29.6266880035
17691,17691,0.124334715307,-394.711883545,-394.041748047,-396.582092285,-396.413970947,28.4120044708
17692,17692,0.156396642327,-377.979431152,-377.375488281,-380.431121826,-379.907073975,32.0261802673
17693,17693,0.158220380545,-419.424865723,-419.453369141,-420.600097656,-420.306365967,31.4154396057
17694,17694,0.129491865635,-393.713470459,-393.361572266,-395.552856445,-395.376434326,26.113494873
17695,17695,0.152802944183,-422.911560059,-422.59161377,-425.147674561,-424.688537598,34.4734573364
17696,17696,0.136399656534,-449.032958984,-449.176940918,-449.864654541,-449.902801514,31.9230518341
17697,17697,0.0897869318724,-428.39440918,-428.34362793,-429.115844727,-429.320770264,27.7884578705
17698,17698,0.15465863049,-415.408477783,-415.287994385,-416.421020508,-416.203979492,33.1716766357
17699,17699,0.11930963397,-407.759063721,-407.612976074,-408.465270996,-408.315002441,29.6637020111
17700,17700,0.174111112952,-433.596466064,-432.973205566,-435.314971924,-434.916656494,36.670539856
17701,17701,0.144773080945,-377.272521973,-376.819152832,-378.311920166,-377.937194824,30.2430438995
17702,17702,0.097434848547,-444.925537109,-444.87588501,-445.445922852,-445.509277344,27.2156543732
17703,17703,0.172043949366,-398.111816406,-397.412872314,-400.243225098,-399.792205811,33.2741699219
17704,17704,0.0883390679955,-424.932830811,-424.750335693,-425.872070312,-425.991607666,27.6377353668
17705,17705,0.0877433270216,-433.733886719,-434.214080811,-432.051055908,-432.418762207,26.4027500153
17706,17706,0.091414436698,-418.013549805,-418.287384033,-417.730407715,-417.932403564,26.0141811371
17707,17707,0.161317318678,-376.412841797,-376.381530762,-378.999969482,-378.669647217,29.7424221039
17708,17708,0.147907733917,-392.618835449,-392.049499512,-394.546569824,-394.148590088,32.428401947
17709,17709,0.128616064787,-418.309753418,-418.238891602,-418.694946289,-418.605255127,27.1444721222
17710,17710,0.129251003265,-405.420043945,-404.875305176,-406.843536377,-406.490600586,28.779417038
17711,17711,0.126517757773,-424.195098877,-423.760101318,-425.977142334,-425.983703613,27.6343688965
17712,17712,0.147567436099,-383.727844238,-383.323669434,-384.873596191,-384.4637146,30.9659290314
17713,17713,0.142499700189,-449.431884766,-449.042816162,-450.067016602,-449.831695557,31.7660427094
17714,17714,0.106498777866,-397.832580566,-397.767791748,-398.324890137,-398.412963867,25.7927818298
17715,17715,0.183326542377,-380.878295898,-380.841552734,-382.094848633,-381.629486084,32.2176589966
17716,17716,0.160823553801,-387.626861572,-387.682312012,-390.1015625,-389.69418335,29.1145954132
17717,17717,0.104730732739,-427.000061035,-427.154907227,-426.813293457,-427.00869751,27.4919719696
17718,17718,0.125067591667,-439.048217773,-438.885650635,-439.877105713,-439.826965332,30.5473957062
17719,17719,0.151936620474,-363.559692383,-363.128356934,-366.029785156,-365.685852051,31.7021083832
17720,17720,0.135036274791,-425.804016113,-425.502685547,-426.882415771,-426.803527832,29.746919632
17721,17721,0.110580705106,-410.556854248,-410.50012207,-410.321838379,-410.353485107,25.0244731903
17722,17722,0.108264520764,-431.85559082,-432.026000977,-432.207214355,-432.444976807,28.0071125031
17723,17723,0.180852890015,-404.69644165,-404.391662598,-406.666381836,-406.254486084,33.4345245361
17724,17724,0.152585983276,-377.32019043,-376.67388916,-378.931243896,-378.453613281,28.1949291229
17725,17725,0.129185080528,-457.438659668,-457.063720703,-459.002624512,-458.932250977,30.4320964813
17726,17726,0.157689809799,-383.756256104,-383.401275635,-385.109130859,-384.575897217,31.9872608185
17727,17727,0.213114738464,-444.638183594,-444.68951416,-447.036804199,-446.823944092,42.4278335571
17728,17728,0.139199540019,-413.374481201,-412.811737061,-415.362945557,-415.204437256,29.0747509003
17729,17729,0.130206361413,-431.598480225,-431.029632568,-433.44909668,-433.326812744,29.2528820038
17730,17730,0.144185274839,-409.613555908,-409.312591553,-410.78918457,-410.571289062,31.303609848
17731,17731,0.12238946557,-421.268890381,-421.02633667,-422.349975586,-422.283111572,28.9857654572
17732,17732,0.193170845509,-378.390014648,-377.985198975,-380.004669189,-379.409973145,36.046245575
17733,17733,0.148653313518,-398.542327881,-398.199035645,-399.442352295,-399.142181396,32.2050132751
17734,17734,0.146465092897,-428.864868164,-428.642791748,-429.634399414,-429.501251221,31.8341617584
17735,17735,0.18999491632,-428.555541992,-428.020172119,-430.166320801,-429.778900146,39.4936790466
17736,17736,0.176917567849,-425.43951416,-425.342803955,-426.687133789,-426.235443115,33.7082519531
17737,17737,0.187950626016,-359.422973633,-358.974365234,-361.385375977,-360.797393799,31.0109214783
17738,17738,0.120793789625,-449.185913086,-448.815979004,-449.568786621,-449.593109131,30.361125946
17739,17739,0.129583224654,-388.624572754,-387.995239258,-389.859191895,-389.544342041,28.7255973816
17740,17740,0.158417120576,-385.713775635,-385.540466309,-388.270904541,-387.880340576,29.8476924896
17741,17741,0.12964451313,-428.704345703,-428.149871826,-429.929870605,-429.926239014,28.7599544525
17742,17742,0.200771182775,-428.663757324,-428.684356689,-431.993835449,-431.683959961,39.6927032471
17743,17743,0.178708106279,-425.131347656,-424.956115723,-426.846069336,-426.431854248,34.8268318176
17744,17744,0.148375466466,-450.677886963,-450.73046875,-451.526794434,-451.477111816,38.0734939575
17745,17745,0.10310292244,-415.259338379,-415.154510498,-416.050994873,-416.071502686,25.066942215
17746,17746,0.131823256612,-386.11605835,-385.460296631,-387.905334473,-387.672546387,30.3919277191
17747,17747,0.172962784767,-397.563049316,-397.028015137,-399.091430664,-398.688781738,33.7811012268
17748,17748,0.129036903381,-436.790588379,-436.613647461,-437.448791504,-437.424194336,30.9794635773
17749,17749,0.120893791318,-423.073059082,-422.790679932,-423.47164917,-423.48147583,25.8980464935
17750,17750,0.173784464598,-402.982421875,-402.60345459,-404.465423584,-404.004058838,33.2818374634
17751,17751,0.106334812939,-440.777252197,-440.290771484,-442.490722656,-442.638793945,28.0635948181
17752,17752,0.17396736145,-402.690155029,-402.155822754,-404.463928223,-404.079040527,33.2268676758
17753,17753,0.117519214749,-393.985565186,-393.691986084,-395.144622803,-395.085784912,24.4108047485
17754,17754,0.134640291333,-393.886047363,-393.238586426,-396.123016357,-395.820892334,29.7613487244
17755,17755,0.117068119347,-454.774353027,-454.444396973,-455.366851807,-455.37979126,29.4748477936
17756,17756,0.162902399898,-418.755126953,-418.220092773,-419.884094238,-419.619750977,35.0052986145
17757,17757,0.173660308123,-401.208862305,-400.880310059,-403.191467285,-402.734344482,34.3075447083
17758,17758,0.179116740823,-414.504150391,-414.414428711,-415.615203857,-415.233062744,34.0449028015
17759,17759,0.194175705314,-416.2265625,-417.40802002,-420.615234375,-420.27432251,37.3785324097
17760,17760,0.150610178709,-392.944152832,-392.435455322,-394.987915039,-394.554199219,30.0165863037
17761,17761,0.182721078396,-367.233825684,-366.877105713,-369.542724609,-369.046386719,31.7384929657
17762,17762,0.169081449509,-394.350341797,-393.528015137,-396.872131348,-396.430541992,32.1147041321
17763,17763,0.21944975853,-406.119873047,-406.124816895,-408.656799316,-408.284820557,39.629535675
17764,17764,0.148219570518,-438.178771973,-438.176391602,-439.373321533,-439.24130249,32.6768188477
17765,17765,0.124365918338,-428.350097656,-428.119812012,-428.878540039,-428.933685303,28.7372646332
17766,17766,0.176419585943,-428.865783691,-428.573425293,-431.276092529,-430.910675049,33.8930130005
17767,17767,0.149054378271,-392.17666626,-391.558959961,-394.229309082,-393.770629883,32.4218330383
17768,17768,0.107033669949,-447.393249512,-447.671875,-448.181884766,-448.258209229,28.975063324
17769,17769,0.10414609313,-418.010620117,-417.705688477,-418.851165771,-418.878448486,26.2894439697
17770,17770,0.114739626646,-449.219329834,-448.531616211,-451.807617188,-451.96774292,28.5842380524
17771,17771,0.126136347651,-426.396972656,-426.177642822,-427.234985352,-427.152679443,31.0632781982
17772,17772,0.0924402847886,-419.639434814,-419.737731934,-419.757232666,-419.999725342,25.1448001862
17773,17773,0.159214347601,-429.334747314,-429.342712402,-430.03604126,-429.830108643,33.261177063
17774,17774,0.148570463061,-418.81829834,-418.642089844,-419.50402832,-419.256347656,31.0351696014
17775,17775,0.158887550235,-450.31072998,-450.47644043,-450.471679688,-450.378631592,34.5588989258
17776,17776,0.156223773956,-422.821044922,-422.952392578,-423.379821777,-423.148620605,33.1106414795
17777,17777,0.152085289359,-401.088165283,-400.583099365,-402.853881836,-402.505401611,30.0967693329
17778,17778,0.176741600037,-428.862945557,-428.595489502,-430.100097656,-429.693267822,35.0739974976
17779,17779,0.181525677443,-393.790649414,-393.858276367,-395.157897949,-394.680419922,33.0731506348
17780,17780,0.157673716545,-422.885559082,-423.136138916,-423.894805908,-423.582000732,31.223115921
17781,17781,0.150576844811,-387.477294922,-386.865997314,-389.93637085,-389.498657227,30.5970401764
17782,17782,0.0947990193963,-423.06829834,-423.140594482,-423.204711914,-423.419891357,25.973115921
17783,17783,0.125066637993,-437.260742188,-436.82119751,-437.977355957,-437.957000732,30.2646446228
17784,17784,0.173019453883,-399.403076172,-399.128814697,-400.432861328,-400.086395264,33.9352416992
17785,17785,0.13127592206,-407.189483643,-406.880004883,-408.582244873,-408.386016846,29.431022644
17786,17786,0.120957657695,-420.424682617,-420.259033203,-420.669372559,-420.663879395,27.1308231354
17787,17787,0.183260023594,-423.606231689,-423.219482422,-425.135345459,-424.632110596,36.2763404846
17788,17788,0.145842418075,-419.480804443,-419.378295898,-419.936798096,-419.654663086,31.3258304596
17789,17789,0.106376737356,-443.588043213,-443.084228516,-445.797210693,-446.022033691,27.9212055206
17790,17790,0.194839730859,-401.996307373,-401.678405762,-403.684020996,-403.148498535,36.4608688354
17791,17791,0.139831095934,-451.301605225,-451.319122314,-452.900421143,-452.913543701,27.8689746857
17792,17792,0.126868098974,-427.747558594,-427.085418701,-430.058654785,-430.011993408,29.3815612793
17793,17793,0.140670716763,-412.574279785,-412.336364746,-413.981262207,-413.891448975,30.0628910065
17794,17794,0.159692615271,-433.319824219,-433.330108643,-434.453857422,-434.248016357,30.0513935089
17795,17795,0.16946849227,-397.617767334,-396.961456299,-399.167541504,-398.812652588,33.5649490356
17796,17796,0.136361256242,-443.725036621,-443.595947266,-444.209442139,-444.087585449,31.9379634857
17797,17797,0.138882696629,-422.285766602,-421.837280273,-423.683166504,-423.483703613,29.820526123
17798,17798,0.210929811001,-406.4581604,-405.400146484,-411.379150391,-410.792266846,41.0487480164
17799,17799,0.139146476984,-435.403625488,-435.224243164,-436.287658691,-436.059997559,29.4300403595
17800,17800,0.126723766327,-405.613555908,-405.144073486,-406.184875488,-406.074035645,29.7486190796
17801,17801,0.126343116164,-401.322753906,-401.018310547,-402.074005127,-401.812408447,30.1655673981
17802,17802,0.156631305814,-428.49017334,-428.216644287,-429.887817383,-429.652832031,32.2982521057
17803,17803,0.124553307891,-437.391113281,-437.545959473,-436.908508301,-437.055969238,27.7350177765
17804,17804,0.145746529102,-389.464599609,-388.929016113,-390.880737305,-390.549163818,30.3389873505
17805,17805,0.181088343263,-408.792663574,-408.726379395,-410.78427124,-410.309112549,34.0390548706
17806,17806,0.169214680791,-403.187744141,-402.768859863,-404.639526367,-404.228179932,33.4724121094
17807,17807,0.141428023577,-429.397338867,-429.110778809,-430.305114746,-430.122344971,28.8459701538
17808,17808,0.149593666196,-395.155700684,-394.740722656,-396.247619629,-395.897247314,32.9791717529
17809,17809,0.113118745387,-442.547729492,-442.553253174,-443.362548828,-443.458679199,28.7257156372
17810,17810,0.170239910483,-424.387268066,-423.798126221,-425.557556152,-425.12902832,35.8175506592
17811,17811,0.0970874354243,-415.194641113,-415.387145996,-413.947631836,-414.047027588,26.9421100616
17812,17812,0.160468786955,-384.302154541,-384.288269043,-385.754211426,-385.377166748,32.0089874268
17813,17813,0.150232970715,-388.127166748,-387.415161133,-390.310272217,-389.856903076,30.3965835571
17814,17814,0.156523644924,-428.27835083,-428.201202393,-429.453216553,-429.019744873,33.7185211182
17815,17815,0.180421426892,-419.776000977,-419.514465332,-421.340301514,-420.918884277,33.8588027954
17816,17816,0.217332422733,-391.036560059,-391.068908691,-393.702056885,-393.241790771,41.2776260376
17817,17817,0.116695612669,-453.952331543,-453.591491699,-454.997283936,-454.989868164,29.9018230438
17818,17818,0.191812962294,-367.691436768,-367.55847168,-369.563171387,-369.142883301,35.8561096191
17819,17819,0.153442919254,-415.090881348,-414.925415039,-417.229095459,-416.949798584,31.3709774017
17820,17820,0.122676737607,-437.360046387,-437.072753906,-438.283203125,-438.378509521,27.7001113892
17821,17821,0.12470830977,-420.968505859,-421.023956299,-420.366027832,-420.466400146,27.2325973511
17822,17822,0.147498339415,-423.99331665,-423.746246338,-425.178222656,-424.952423096,30.8532886505
17823,17823,0.176294341683,-454.950500488,-454.934631348,-456.650634766,-456.583831787,36.4161109924
17824,17824,0.112163245678,-428.71295166,-428.595153809,-429.202575684,-429.346710205,30.1385860443
17825,17825,0.147845506668,-422.921936035,-422.759033203,-423.705535889,-423.464324951,30.8447971344
17826,17826,0.174328699708,-401.224731445,-400.798797607,-402.86907959,-402.428070068,33.6098098755
17827,17827,0.130752652884,-399.66885376,-399.05758667,-401.821899414,-401.535064697,30.0519504547
17828,17828,0.147889688611,-418.656677246,-418.383850098,-419.977264404,-419.77230835,31.2239017487
17829,17829,0.125221759081,-399.365142822,-398.715026855,-401.592041016,-401.399627686,29.2400493622
17830,17830,0.140667006373,-404.15222168,-403.57598877,-405.145263672,-404.936187744,30.9882068634
17831,17831,0.143668875098,-431.454803467,-431.290313721,-432.297668457,-432.170135498,31.8006572723
17832,17832,0.157460585237,-424.034545898,-424.034515381,-425.240844727,-424.952301025,33.2962722778
17833,17833,0.154852166772,-371.243835449,-370.610046387,-373.706634521,-373.260009766,30.406003952
17834,17834,0.105301648378,-438.283447266,-438.076538086,-438.781036377,-438.983062744,28.3537311554
17835,17835,0.0869769155979,-412.837738037,-412.950378418,-412.34942627,-412.502105713,24.9905052185
17836,17836,0.202288940549,-344.506011963,-343.835876465,-347.195678711,-346.596099854,33.3484077454
17837,17837,0.172032162547,-401.925445557,-401.417266846,-403.104522705,-402.687072754,32.8236351013
17838,17838,0.180894508958,-388.098388672,-387.798461914,-390.045166016,-389.555541992,34.1220626831
17839,17839,0.20954374969,-397.089294434,-396.318237305,-401.322967529,-400.9190979,39.0358123779
17840,17840,0.117192268372,-435.818359375,-435.78024292,-436.591064453,-436.570159912,28.9880104065
17841,17841,0.123535223305,-428.477722168,-428.414489746,-428.736663818,-428.738128662,28.9832382202
17842,17842,0.183071881533,-376.177398682,-375.917724609,-377.67565918,-377.194732666,34.0685195923
17843,17843,0.146205410361,-398.218994141,-398.165435791,-399.334075928,-399.014953613,29.9376735687
17844,17844,0.194449424744,-369.492492676,-369.116638184,-372.642059326,-372.275970459,35.9828529358
17845,17845,0.156766861677,-419.191497803,-419.180877686,-420.947418213,-420.6121521,29.892370224
17846,17846,0.227017968893,-349.171905518,-347.499572754,-351.049987793,-350.409088135,35.3719329834
17847,17847,0.0896383747458,-427.938781738,-428.051544189,-427.23425293,-427.326812744,25.9374065399
17848,17848,0.150014996529,-378.755157471,-378.273376465,-380.408843994,-379.982635498,27.9270572662
17849,17849,0.138971924782,-426.851135254,-426.555786133,-428.256530762,-428.092041016,30.7490653992
17850,17850,0.113225065172,-418.112670898,-417.789550781,-419.598907471,-419.622955322,28.7664718628
17851,17851,0.157468289137,-413.219207764,-412.756225586,-415.237915039,-414.792510986,32.4778366089
17852,17852,0.182143598795,-383.847839355,-383.57824707,-385.07913208,-384.570892334,34.023727417
17853,17853,0.16436830163,-381.546325684,-380.17779541,-386.089691162,-385.613922119,31.6763134003
17854,17854,0.148767858744,-419.20904541,-418.930633545,-420.18661499,-420.012084961,32.1626701355
17855,17855,0.126109272242,-411.029449463,-410.894287109,-411.806732178,-411.805786133,27.6896400452
17856,17856,0.179336667061,-415.766235352,-415.518218994,-417.545043945,-417.179748535,32.1830673218
17857,17857,0.105060189962,-445.16204834,-445.062225342,-445.580444336,-445.790740967,26.1568927765
17858,17858,0.102258905768,-445.257629395,-445.118652344,-444.958557129,-445.079284668,28.1733989716
17859,17859,0.184048593044,-378.012390137,-377.926208496,-379.514343262,-379.037994385,34.2590065002
17860,17860,0.138018518686,-425.295532227,-425.129882812,-425.83013916,-425.644500732,30.8861656189
17861,17861,0.1527569592,-329.997741699,-329.07321167,-334.142028809,-333.799102783,30.5565509796
17862,17862,0.180711150169,-386.28527832,-386.041503906,-387.985534668,-387.639434814,33.6756477356
17863,17863,0.149418354034,-393.735229492,-393.122955322,-395.570068359,-395.214019775,30.9185733795
